Date & Time,Source IP,Destination IP,Source MAC,Destination MAC,Protocol,Src Port,Dst Port
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,103,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,104,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,105,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,106,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,107,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,108,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,109,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,110,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,111,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,112,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,113,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,114,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,115,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,116,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,117,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,118,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,119,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,120,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,121,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,122,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,123,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,124,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,125,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,126,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,127,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,128,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,129,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,130,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,131,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,132,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,133,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,134,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,135,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,136,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,137,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,138,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,139,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,140,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,141,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,142,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,143,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,144,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,145,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,146,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,147,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,148,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,149,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,150,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,151,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,152,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,153,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,154,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,155,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,156,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,157,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,158,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,159,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,160,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,161,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,162,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,163,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,164,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,165,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,166,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,167,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,168,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,169,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,170,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,171,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,172,0
2020-02-19 20:19:49,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:50,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,173,0
2020-02-19 20:19:50,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:50,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,174,0
2020-02-19 20:19:50,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:50,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,175,0
2020-02-19 20:19:50,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:50,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,176,0
2020-02-19 20:19:50,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:50,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,177,0
2020-02-19 20:19:50,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:50,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,178,0
2020-02-19 20:19:50,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:50,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,179,0
2020-02-19 20:19:50,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:50,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,180,0
2020-02-19 20:19:50,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:50,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,181,0
2020-02-19 20:19:50,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:50,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,182,0
2020-02-19 20:19:50,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:50,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,183,0
2020-02-19 20:19:50,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,0,0,0
2020-02-19 20:19:50,10.0.2.11,10.0.2.1,08:00:27:e5:f1:90,52:54:00:12:35:00,UDP,59877,184,0
